,type,amount,oldbalanceOrg,newbalanceOrig,isFraud
4543,3,4699.24,2843337.36,2848036.61,0
4544,3,46166.32,2848036.61,2894202.93,0
4545,3,51208.37,2894202.93,2945411.3,0
4546,3,297908.73,2945411.3,3243320.02,0
4547,3,302602.9,3243320.02,3545922.93,0
4548,3,70664.62,3545922.93,3616587.55,0
4549,3,14401.68,3616587.55,3630989.22,0
4550,3,162464.0,3630989.22,3793453.22,0
4551,3,183202.66,3793453.22,3976655.88,0
4552,3,107877.98,3976655.88,4084533.87,0
4553,3,382513.35,4084533.87,4467047.21,0
4554,3,237485.8,4467047.21,4704533.02,0
4555,3,29637.04,4704533.02,4734170.05,0
4556,3,17906.01,4734170.05,4752076.06,0
4557,3,97644.2,4752076.06,4849720.26,0
4558,3,117474.04,4849720.26,4967194.3,0
4559,3,97851.98,4967194.3,5065046.28,0
4560,3,76928.78,5065046.28,5141975.06,0
4561,3,159958.57,5141975.06,5301933.63,0
4562,3,214015.94,5301933.63,5515949.57,0
4563,1,3907.39,121130.0,117222.61,0
4564,1,2983.11,28130.0,25146.89,0
4565,1,5907.27,25146.89,19239.62,0
4566,1,1183.1,59331.0,58147.9,0
4567,1,736.76,1120.0,383.24,0
4568,1,1105.34,7089.0,5983.66,0
4569,4,25424.16,52407.0,26982.84,0
4570,5,1235.49,20704.0,19468.51,0
4571,1,2633.87,19468.51,16834.64,0
4572,1,27484.12,16834.64,0.0,0
4573,1,3455.87,168.0,0.0,0
4574,1,3377.9,40169.0,36791.1,0
4575,2,3806.52,420.0,0.0,0
4576,1,1823.73,11310.0,9486.27,0
4577,4,82208.35,186.0,0.0,0
4578,2,29113.15,0.0,0.0,0
4579,2,170634.8,0.0,0.0,0
4580,2,404053.55,0.0,0.0,0
4581,2,334318.86,0.0,0.0,0
4582,2,46408.89,0.0,0.0,0
4583,2,181062.0,0.0,0.0,0
4584,2,489240.03,0.0,0.0,0
4585,2,12270.42,0.0,0.0,0
4586,1,1616.06,629709.0,628092.94,0
4587,1,3464.93,31407.0,27942.07,0
4588,1,1080.16,29836.0,28755.84,0
4589,1,2606.97,28755.84,26148.87,0
4590,1,27032.59,26148.87,0.0,0
4591,5,601.85,50118.0,49516.15,0
4592,1,59.59,5620.0,5560.41,0
4593,1,3828.24,1526.0,0.0,0
4594,1,2801.24,192.0,0.0,0
4595,2,2785.81,0.0,0.0,0
4596,2,228399.52,0.0,0.0,0
4597,2,71951.43,0.0,0.0,0
4598,2,285832.76,0.0,0.0,0
4599,2,473991.14,0.0,0.0,0
4600,2,278349.51,0.0,0.0,0
4601,2,455933.21,0.0,0.0,0
4602,2,252806.47,0.0,0.0,0
4603,2,345548.01,0.0,0.0,0
4604,2,159316.78,0.0,0.0,0
4605,2,205675.07,0.0,0.0,0
4606,2,311864.41,0.0,0.0,0
4607,2,190518.44,0.0,0.0,0
4608,2,12847.91,0.0,0.0,0
4609,2,21291.89,0.0,0.0,0
4610,2,106105.83,0.0,0.0,0
4611,2,63853.6,0.0,0.0,0
4612,2,143568.62,0.0,0.0,0
4613,2,180145.39,0.0,0.0,0
4614,2,141702.19,0.0,0.0,0
4615,2,153161.06,0.0,0.0,0
4616,2,6291.29,0.0,0.0,0
4617,2,131965.15,0.0,0.0,0
4618,2,121598.71,0.0,0.0,0
4619,1,2000.03,71450.0,69449.97,0
4620,1,1760.01,165641.0,163880.99,0
4621,1,2085.11,467684.0,465598.89,0
4622,1,4011.15,54195.68,50184.53,0
4623,4,97808.48,50184.53,0.0,0
4624,1,1686.41,39720.0,38033.59,0
4625,1,4513.92,718632.69,714118.77,0
4626,2,67243.37,714118.77,646875.4,0
4627,1,3236.73,111955.0,108718.27,0
4628,1,808.81,52945.0,52136.19,0
4629,1,8280.29,52136.19,43855.89,0
4630,3,107702.78,110961.0,218663.78,0
4631,1,4083.67,69086.0,65002.33,0
4632,1,1869.55,571273.0,569403.45,0
4633,4,36991.08,2133.0,0.0,0
4634,4,54364.44,79261.0,24896.56,0
4635,1,115.43,20004.0,19888.57,0
4636,1,645.4,35632.0,34986.6,0
4637,1,5540.61,34986.6,29445.99,0
4638,4,7475.23,64725.44,57250.21,0
4639,1,5912.76,57250.21,51337.45,0
4640,4,14237.75,30258.0,16020.25,0
4641,1,6797.33,16020.25,9222.92,0
4642,1,2353.91,5026.0,2672.09,0
4643,5,564.53,88.0,0.0,0
4644,1,1199.97,8748.0,7548.03,0
4645,1,1800.83,7548.03,5747.2,0
4646,1,496.83,79923.0,79426.17,0
4647,1,1560.66,11428.0,9867.34,0
4648,2,54989.36,21326.0,0.0,0
4649,2,121619.14,2625.0,0.0,0
4650,5,1113.43,19812.0,18698.57,0
4651,1,2215.57,104582.0,102366.43,0
4652,1,498.96,801.0,302.04,0
4653,2,106903.28,406.0,0.0,0
4654,1,1624.21,0.0,0.0,0
4655,1,307.75,149069.0,148761.25,0
4656,1,5562.29,23616.46,18054.17,0
4657,1,12088.13,18054.17,5966.04,0
4658,1,1944.57,650.0,0.0,0
4659,1,5562.62,0.0,0.0,0
4660,1,2630.2,247.0,0.0,0
4661,1,1006.39,7134.0,6127.61,0
4662,1,34.85,27430.0,27395.15,0
4663,2,70994.78,27395.15,0.0,0
4664,1,3246.88,11619.0,8372.12,0
4665,2,37239.99,8372.12,0.0,0
4666,1,329.84,62591.0,62261.16,0
4667,4,169941.73,169941.73,0.0,1
4668,2,169941.73,169941.73,0.0,1
4669,1,2988.02,306514.0,303525.98,0
4670,5,181.87,370.0,188.13,0
4671,1,1813.69,30948.0,29134.31,0
4672,1,2445.35,5603.0,3157.65,0
4673,4,139644.5,3157.65,0.0,0
4674,4,148792.1,0.0,0.0,0
4675,4,277758.51,0.0,0.0,0
4676,4,1465846.48,0.0,0.0,0
4677,4,132948.43,0.0,0.0,0
4678,4,1137763.15,0.0,0.0,0
4679,4,507775.58,0.0,0.0,0
4680,4,307749.99,0.0,0.0,0
4681,4,908274.13,0.0,0.0,0
4682,4,1032930.05,0.0,0.0,0
4683,4,1027611.05,0.0,0.0,0
4684,4,522854.73,0.0,0.0,0
4685,4,225558.27,0.0,0.0,0
4686,4,862977.6,0.0,0.0,0
4687,4,342332.55,0.0,0.0,0
4688,4,1501775.62,0.0,0.0,0
4689,4,119656.92,0.0,0.0,0
4690,1,1919.99,11225.0,9305.01,0
4691,1,2578.03,169784.0,167205.97,0
4692,1,592.9,167205.97,166613.07,0
4693,4,13707.11,13707.11,0.0,1
4694,2,13707.11,13707.11,0.0,1
4695,1,3616.2,6240.0,2623.8,0
4696,1,761.07,47883.0,47121.93,0
4697,1,2662.71,10635.0,7972.29,0
4698,1,1227.16,7972.29,6745.13,0
4699,1,1178.41,968.0,0.0,0
4700,1,2617.28,5032.0,2414.72,0
4701,1,576.08,20495.0,19918.92,0
4702,1,1619.78,891.0,0.0,0
4703,1,2379.78,96049.0,93669.22,0
4704,2,67180.68,93669.22,26488.54,0
4705,1,3373.81,20366.0,16992.19,0
4706,1,2329.66,21816.0,19486.34,0
4707,2,33881.81,19486.34,0.0,0
4708,1,3103.47,10319.0,7215.53,0
4709,1,2140.78,643223.0,641082.22,0
4710,1,1216.85,59672.0,58455.15,0
4711,1,2934.33,49233.17,46298.84,0
4712,1,1343.85,46298.84,44954.99,0
4713,1,1081.3,105550.0,104468.7,0
4714,1,2337.6,61841.0,59503.4,0
4715,1,4491.15,175.0,0.0,0
4716,1,3018.73,10853.0,7834.27,0
4717,1,4830.74,7834.27,3003.52,0
4718,1,22349.62,3003.52,0.0,0
4719,1,3723.51,7209.0,3485.49,0
4720,5,1141.74,240677.0,239535.26,0
4721,1,929.14,16901.81,15972.67,0
4722,1,5436.05,15972.67,10536.62,0
4723,1,28034.44,10536.62,0.0,0
4724,1,13589.96,0.0,0.0,0
4725,1,12204.29,0.0,0.0,0
4726,1,18519.83,0.0,0.0,0
4727,1,13061.21,0.0,0.0,0
4728,1,8606.53,0.0,0.0,0
4729,1,1966.24,774.0,0.0,0
4730,1,1082.07,26958.0,25875.93,0
4731,1,196.76,14554.0,14357.24,0
4732,1,826.44,55070.0,54243.56,0
4733,2,3350.15,54243.56,50893.41,0
4734,2,34325.53,50893.41,16567.87,0
4735,2,19548.49,16567.87,0.0,0
4736,2,41680.46,0.0,0.0,0
4737,2,288846.82,0.0,0.0,0
4738,2,308762.31,0.0,0.0,0
4739,2,248011.57,0.0,0.0,0
4740,2,104334.87,0.0,0.0,0
4741,2,34808.12,0.0,0.0,0
4742,2,116878.6,0.0,0.0,0
4743,2,40379.62,0.0,0.0,0
4744,2,55282.19,0.0,0.0,0
4745,2,125774.49,0.0,0.0,0
4746,2,8502.55,0.0,0.0,0
4747,2,109648.19,0.0,0.0,0
4748,1,4687.14,21763.0,17075.86,0
4749,1,1500.68,317.0,0.0,0
4750,1,924.71,61237.0,60312.29,0
4751,4,178055.95,9181.0,0.0,0
4752,1,668.69,0.0,0.0,0
4753,1,3483.45,41321.0,37837.55,0
4754,1,4076.16,95732.0,91655.84,0
4755,1,3027.49,9902.0,6874.51,0
4756,1,1731.42,6874.51,5143.09,0
4757,5,351.23,21018.0,20666.77,0
4758,5,1110.27,29650.0,28539.73,0
4759,1,71.0,326907.0,326836.0,0
4760,1,1559.58,93733.0,92173.42,0
4761,1,341.66,10512.0,10170.34,0
4762,1,4150.68,21012.0,16861.32,0
4763,1,3889.99,61986.75,58096.76,0
4764,2,104234.05,58096.76,0.0,0
4765,1,5422.04,61685.0,56262.96,0
4766,5,515.29,105931.0,105415.71,0
4767,2,6701.1,105415.71,98714.61,0
4768,1,354.75,105744.0,105389.25,0
4769,1,2831.44,11763.0,8931.56,0
4770,1,4051.25,31563.0,27511.75,0
4771,1,869.49,118992.0,118122.51,0
4772,1,2914.36,109426.0,106511.64,0
4773,1,38.14,4083.0,4044.86,0
4774,5,775.76,19658.0,18882.24,0
4775,4,86070.17,86070.17,0.0,1
4776,2,86070.17,86070.17,0.0,1
4777,1,2738.44,30645.0,27906.56,0
4778,1,4837.77,160302.0,155464.23,0
4779,1,1685.11,10084.0,8398.89,0
4780,1,1080.65,35125.0,34044.35,0
4781,1,8583.71,34044.35,25460.65,0
4782,1,3604.39,25460.65,21856.26,0
4783,1,1379.78,58528.0,57148.22,0
4784,1,1396.96,1458.0,61.04,0
4785,1,975.55,49912.0,48936.45,0
4786,1,3208.14,371540.0,368331.86,0
4787,1,3006.25,11035.0,8028.75,0
4788,2,20470.3,8028.75,0.0,0
4789,1,770.23,27278.0,26507.77,0
4790,5,618.01,33642.0,33023.99,0
4791,1,4987.87,567.0,0.0,0
4792,1,2015.07,142893.0,140877.93,0
4793,4,17384.73,156.0,0.0,0
4794,1,276.8,75371.16,75094.36,0
4795,1,3655.9,75094.36,71438.47,0
4796,1,21885.09,71438.47,49553.38,0
4797,1,2619.71,111764.0,109144.29,0
4798,2,70344.95,109144.29,38799.34,0
4799,4,123755.39,15416.0,0.0,0
4800,1,1199.16,94140.0,92940.84,0
4801,1,532.13,6012.0,5479.87,0
4802,1,3786.19,4061.0,274.81,0
4803,1,2698.14,4004.0,1305.86,0
4804,1,2541.31,61430.0,58888.69,0
4805,1,1669.11,30564.0,28894.89,0
4806,1,2288.47,259438.66,257150.19,0
4807,2,166736.16,257150.19,90414.04,0
4808,2,221605.71,90414.04,0.0,0
4809,5,485.42,3408.48,2923.05,0
4810,1,4303.63,2923.05,0.0,0
4811,1,1184.99,61381.0,60196.01,0
4812,1,3118.48,6344.0,3225.52,0
4813,1,708.29,3225.52,2517.24,0
4814,1,3775.14,2517.24,0.0,0
4815,1,4625.32,0.0,0.0,0
4816,1,6673.58,0.0,0.0,0
4817,1,8958.81,0.0,0.0,0
4818,1,7888.5,0.0,0.0,0
4819,1,1276.01,0.0,0.0,0
4820,1,46741.66,0.0,0.0,0
4821,1,11221.28,0.0,0.0,0
4822,1,4953.63,0.0,0.0,0
4823,1,5311.45,0.0,0.0,0
4824,1,9309.74,0.0,0.0,0
4825,1,13788.58,0.0,0.0,0
4826,1,5630.78,0.0,0.0,0
4827,1,7055.96,0.0,0.0,0
4828,1,7089.25,0.0,0.0,0
4829,1,2403.55,0.0,0.0,0
4830,1,11627.71,0.0,0.0,0
4831,1,3064.96,0.0,0.0,0
4832,1,5818.7,0.0,0.0,0
4833,1,7369.86,0.0,0.0,0
4834,1,2080.51,0.0,0.0,0
4835,4,148319.88,49953.0,0.0,0
4836,1,964.35,0.0,0.0,0
4837,5,162.26,1343.64,1181.37,0
4838,1,3100.46,1181.37,0.0,0
4839,1,7847.65,41051.0,33203.35,0
4840,2,85070.76,33203.35,0.0,0
4841,1,438.7,102381.0,101942.3,0
4842,1,8215.28,51382.0,43166.72,0
4843,1,2882.94,12973.0,10090.06,0
4844,1,6822.49,10090.06,3267.57,0
4845,1,1024.56,3267.57,2243.01,0
4846,1,6784.39,21226.0,14441.61,0
4847,2,195542.41,14441.61,0.0,0
4848,1,2634.1,11678.0,9043.9,0
4849,1,550.7,5711.0,5160.3,0
4850,1,7930.66,975.0,0.0,0
4851,1,6608.18,73482.0,66873.82,0
4852,1,6292.42,66873.82,60581.4,0
4853,1,5542.54,11280.0,5737.46,0
4854,1,3365.83,9040.0,5674.17,0
4855,1,851.94,28751.0,27899.06,0
4856,1,3765.86,82083.0,78317.14,0
4857,4,120074.73,120074.73,0.0,1
4858,2,120074.73,120074.73,0.0,1
4859,1,3728.76,1873.0,0.0,0
4860,2,89888.52,0.0,0.0,0
4861,4,30608.52,659400.0,628791.48,0
4862,1,489.56,192.0,0.0,0
4863,1,10814.39,0.0,0.0,0
4864,5,1251.24,209439.0,208187.76,0
4865,5,68.95,4720.0,4651.05,0
4866,1,28965.75,4651.05,0.0,0
4867,1,2273.88,10946.0,8672.12,0
4868,1,4289.33,83003.0,78713.67,0
4869,1,3710.8,71978.0,68267.2,0
4870,1,5513.44,4128.0,0.0,0
4871,1,6225.18,34194.0,27968.82,0
4872,1,5352.45,8174.0,2821.55,0
4873,1,3543.75,6058.0,2514.25,0
4874,1,52.58,3178.0,3125.42,0
4875,1,2070.73,12524.0,10453.27,0
4876,1,247.56,105861.0,105613.44,0
4877,1,9201.12,198647.0,189445.88,0
4878,1,11936.0,189445.88,177509.88,0
4879,1,5146.88,106.0,0.0,0
4880,1,7429.59,47657.0,40227.41,0
4881,1,10260.12,21594.0,11333.88,0
4882,1,2728.03,27315.0,24586.97,0
4883,2,72688.93,24586.97,0.0,0
4884,5,3068.71,10082.0,7013.29,0
4885,1,17770.7,7013.29,0.0,0
4886,1,5851.45,6023.0,171.55,0
4887,1,11446.18,36560.0,25113.82,0
4888,1,88.17,1067.0,978.83,0
4889,2,74375.02,978.83,0.0,0
4890,1,1661.29,30268.0,28606.71,0
4891,1,25185.32,28606.71,3421.39,0
4892,1,4255.36,7627.0,3371.64,0
4893,2,139705.19,3371.64,0.0,0
4894,1,7651.8,216.0,0.0,0
4895,1,267.92,14507.0,14239.08,0
4896,2,164935.63,14239.08,0.0,0
4897,2,247480.23,0.0,0.0,0
4898,1,4927.23,41669.0,36741.77,0
4899,1,3864.48,21574.0,17709.52,0
4900,1,6579.48,25214.0,18634.52,0
4901,4,84466.1,25724.0,0.0,0
4902,1,2927.68,10908.0,7980.32,0
4903,1,6484.32,94294.0,87809.68,0
4904,2,128823.03,29292.0,0.0,0
4905,1,836.64,162104.0,161267.36,0
4906,3,348231.98,5102.0,353333.98,0
4907,1,1158.71,107891.12,106732.41,0
4908,3,746177.2,106732.41,852909.6,0
4909,3,225812.6,852909.6,1078722.2,0
4910,3,171335.97,1078722.2,1250058.17,0
4911,3,260004.65,1250058.17,1510062.82,0
4912,3,122539.12,1510062.82,1632601.94,0
4913,3,217846.27,1632601.94,1850448.2,0
4914,3,596406.73,1850448.2,2446854.94,0
4915,3,673111.47,2446854.94,3119966.4,0
4916,3,298431.03,3119966.4,3418397.43,0
4917,3,39058.08,3418397.43,3457455.51,0
4918,3,106334.08,3457455.51,3563789.59,0
4919,3,354741.15,3563789.59,3918530.75,0
4920,3,223115.02,3918530.75,4141645.77,0
4921,3,63737.25,4141645.77,4205383.02,0
4922,3,84014.41,4205383.02,4289397.43,0
4923,3,178040.87,4289397.43,4467438.3,0
4924,3,334503.92,4467438.3,4801942.23,0
4925,3,75978.27,4801942.23,4877920.49,0
4926,3,396286.33,4877920.49,5274206.82,0
4927,3,82914.35,5274206.82,5357121.18,0
4928,3,83707.76,5357121.18,5440828.93,0
4929,3,17431.43,5440828.93,5458260.36,0
4930,3,76579.67,5458260.36,5534840.03,0
4931,3,197165.91,5534840.03,5732005.94,0
4932,3,5159.29,5732005.94,5737165.23,0
4933,3,40210.51,5737165.23,5777375.74,0
4934,3,158367.85,5777375.74,5935743.59,0
4935,3,81886.69,5935743.59,6017630.28,0
4936,3,176095.63,6017630.28,6193725.92,0
4937,3,258127.75,6193725.92,6451853.66,0
4938,3,378866.85,6451853.66,6830720.52,0
4939,3,281300.4,6830720.52,7112020.91,0
4940,3,16427.61,7112020.91,7128448.52,0
4941,3,157301.05,7128448.52,7285749.57,0
4942,3,644028.87,7285749.57,7929778.44,0
4943,3,375306.09,7929778.44,8305084.52,0
4944,3,44538.32,8305084.52,8349622.85,0
4945,3,119336.24,8349622.85,8468959.09,0
4946,3,255710.36,8468959.09,8724669.46,0
4947,3,94588.1,8724669.46,8819257.56,0
4948,3,231917.45,8819257.56,9051175.0,0
4949,3,84189.52,9051175.0,9135364.53,0
4950,3,49251.21,9135364.53,9184615.73,0
4951,3,257208.23,9184615.73,9441823.96,0
4952,3,20337.14,9441823.96,9462161.1,0
4953,3,74948.39,9462161.1,9537109.49,0
4954,3,243756.18,9537109.49,9780865.67,0
4955,3,21391.13,9780865.67,9802256.8,0
4956,3,31416.69,9802256.8,9833673.49,0
4957,3,123951.78,9833673.49,9957625.27,0
4958,3,67056.65,9957625.27,10024681.91,0
4959,3,20410.45,10024681.91,10045092.37,0
4960,3,29351.64,10045092.37,10074444.01,0
4961,3,58431.85,10074444.01,10132875.85,0
4962,3,182501.56,10132875.85,10315377.42,0
4963,3,17101.74,10315377.42,10332479.16,0
4964,3,24248.86,10332479.16,10356728.02,0
4965,3,585796.59,10356728.02,10942524.61,0
4966,3,12163.38,10942524.61,10954687.99,0
4967,3,208834.32,10954687.99,11163522.31,0
4968,3,360262.92,11163522.31,11523785.23,0
4969,3,129630.74,11523785.23,11653415.97,0
4970,3,130078.54,11653415.97,11783494.52,0
4971,3,125558.59,11783494.52,11909053.1,0
4972,3,357885.34,11909053.1,12266938.44,0
4973,3,281196.15,12266938.44,12548134.6,0
4974,3,59784.87,12548134.6,12607919.47,0
4975,3,181240.21,12607919.47,12789159.68,0
4976,3,140216.68,12789159.68,12929376.35,0
4977,3,81126.42,12929376.35,13010502.78,0
4978,1,718.51,1283.0,564.49,0
4979,3,861582.21,564.49,862146.7,0
4980,3,185257.33,862146.7,1047404.03,0
4981,3,250891.95,1047404.03,1298295.98,0
4982,3,119072.9,1298295.98,1417368.88,0
4983,3,101055.18,1417368.88,1518424.06,0
4984,3,128336.28,1518424.06,1646760.35,0
4985,3,71887.0,1646760.35,1718647.34,0
4986,3,366645.12,1718647.34,2085292.46,0
4987,3,281593.55,2085292.46,2366886.01,0
4988,3,145475.51,2366886.01,2512361.52,0
4989,3,380950.81,2512361.52,2893312.33,0
4990,3,566903.96,2893312.33,3460216.29,0
4991,3,201464.96,3460216.29,3661681.26,0
4992,3,16593.82,3661681.26,3678275.07,0
4993,3,78588.13,3678275.07,3756863.21,0
4994,3,185680.98,3756863.21,3942544.19,0
4995,3,67017.13,3942544.19,4009561.32,0
4996,3,122744.28,4009561.32,4132305.6,0
4997,3,414729.24,4132305.6,4547034.84,0
4998,3,328776.1,4547034.84,4875810.94,0
4999,3,50535.87,4875810.94,4926346.82,0
5000,3,10870.95,4926346.82,4937217.76,0
5001,3,44694.86,4937217.76,4981912.63,0
5002,3,208812.28,4981912.63,5190724.91,0
5003,3,146193.7,5190724.91,5336918.6,0
5004,3,201261.11,5336918.6,5538179.71,0
5005,3,132745.75,5538179.71,5670925.46,0
5006,3,102749.59,5670925.46,5773675.05,0
5007,3,425052.43,5773675.05,6198727.47,0
5008,3,133038.81,6198727.47,6331766.28,0
5009,3,44347.45,6331766.28,6376113.74,0
5010,3,542616.63,6376113.74,6918730.36,0
5011,3,178230.41,6918730.36,7096960.77,0
5012,3,138641.99,7096960.77,7235602.76,0
5013,3,61663.75,7235602.76,7297266.51,0
5014,1,5922.53,21103.0,15180.47,0
5015,1,3046.6,11626.0,8579.4,0
5016,1,4158.31,8579.4,4421.09,0
5017,1,4372.99,42146.0,37773.01,0
5018,1,6448.84,52102.3,45653.46,0
5019,1,72.23,45653.46,45581.23,0
5020,1,2168.82,45581.23,43412.41,0
5021,1,2593.74,43412.41,40818.67,0
5022,1,4216.05,40818.67,36602.62,0
5023,1,6736.13,36602.62,29866.49,0
5024,1,4295.28,29866.49,25571.22,0
5025,1,15192.75,25571.22,10378.46,0
5026,1,2043.8,10378.46,8334.66,0
5027,1,3320.35,8334.66,5014.31,0
5028,1,26074.81,5014.31,0.0,0
5029,1,10381.46,0.0,0.0,0
5030,1,2271.07,0.0,0.0,0
5031,1,17315.71,0.0,0.0,0
5032,1,1307.41,0.0,0.0,0
5033,1,6279.22,0.0,0.0,0
5034,1,25360.86,0.0,0.0,0
5035,1,8392.42,0.0,0.0,0
5036,1,3042.06,0.0,0.0,0
5037,1,14144.91,0.0,0.0,0
5038,1,11089.05,0.0,0.0,0
5039,1,2519.75,25335.0,22815.25,0
5040,1,4516.48,52503.0,47986.52,0
5041,1,2964.64,47986.52,45021.88,0
5042,5,2357.56,1074.0,0.0,0
5043,4,29352.63,50904.0,21551.37,0
5044,2,84024.67,21551.37,0.0,0
5045,5,2746.99,453426.0,450679.01,0
5046,5,1382.4,8684.0,7301.6,0
5047,1,4585.58,68115.0,63529.42,0
5048,1,6831.43,4024.0,0.0,0
5049,1,6016.97,27025.0,21008.03,0
5050,1,1690.65,925.0,0.0,0
5051,1,4669.87,49345.0,44675.13,0
5052,1,4739.77,468.0,0.0,0
5053,4,1221.69,52332.0,51110.31,0
5054,1,252.71,117177.0,116924.29,0
5055,1,642.27,41595.0,40952.73,0
5056,5,2166.22,206562.0,204395.78,0
5057,1,2151.85,47828.13,45676.28,0
5058,1,22553.97,45676.28,23122.31,0
5059,1,6229.86,59942.0,53712.14,0
5060,1,4303.39,463.0,0.0,0
5061,1,5576.3,2797.0,0.0,0
5062,2,211418.41,0.0,0.0,0
5063,1,7775.3,615460.0,607684.7,0
5064,1,1911.57,20964.0,19052.43,0
5065,1,3259.56,264.0,0.0,0
5066,1,2812.07,2931.0,118.93,0
5067,3,224763.96,118.93,224882.89,0
5068,3,106082.0,224882.89,330964.89,0
5069,3,197677.22,330964.89,528642.11,0
5070,3,439939.28,528642.11,968581.39,0
5071,3,166437.13,968581.39,1135018.52,0
5072,3,131815.57,1135018.52,1266834.1,0
5073,3,214443.25,1266834.1,1481277.35,0
5074,3,482855.36,1481277.35,1964132.71,0
5075,3,37831.13,1964132.71,2001963.84,0
5076,3,504968.12,2001963.84,2506931.96,0
5077,3,188573.55,2506931.96,2695505.51,0
5078,3,285594.46,2695505.51,2981099.97,0
5079,3,301488.1,2981099.97,3282588.06,0
5080,3,13564.12,3282588.06,3296152.19,0
5081,3,182825.43,3296152.19,3478977.61,0
5082,3,299368.99,3478977.61,3778346.61,0
5083,3,77655.59,3778346.61,3856002.2,0
5084,3,833.39,3856002.2,3856835.59,0
5085,3,325483.3,3856835.59,4182318.89,0
5086,3,51876.97,4182318.89,4234195.86,0
5087,3,24734.93,4234195.86,4258930.79,0
5088,3,6845.48,4258930.79,4265776.26,0
5089,3,37872.44,4265776.26,4303648.7,0
5090,3,72980.01,4303648.7,4376628.71,0
5091,3,146131.91,4376628.71,4522760.62,0
5092,1,4287.23,9556.0,5268.77,0
5093,1,2513.72,18024.0,15510.28,0
5094,1,2305.22,15510.28,13205.07,0
5095,1,4610.54,13205.07,8594.52,0
5096,1,4205.98,8594.52,4388.54,0
5097,1,11691.84,4388.54,0.0,0
5098,1,2011.87,0.0,0.0,0
5099,4,102359.17,11682.0,0.0,0
5100,2,89293.11,0.0,0.0,0
5101,1,3743.99,34771.0,31027.01,0
5102,1,9675.69,101947.0,92271.31,0
5103,1,3212.82,62669.0,59456.18,0
5104,1,1723.33,59456.18,57732.85,0
5105,1,12603.14,57732.85,45129.71,0
5106,1,2689.55,51430.0,48740.45,0
5107,1,3225.49,10132.0,6906.51,0
5108,1,4397.58,835.0,0.0,0
5109,1,195.22,11128.0,10932.78,0
5110,2,81917.31,10932.78,0.0,0
5111,2,38326.82,0.0,0.0,0
5112,1,2520.08,82215.0,79694.92,0
5113,1,6988.56,10339.0,3350.44,0
5114,1,1270.66,142407.0,141136.34,0
5115,1,2205.72,16725.71,14519.98,0
5116,1,2892.22,14519.98,11627.76,0
5117,1,3181.68,11627.76,8446.08,0
5118,1,13702.52,8446.08,0.0,0
5119,1,1574.63,737.0,0.0,0
5120,1,2573.24,0.0,0.0,0
5121,1,952.87,15214.0,14261.13,0
5122,1,3143.95,779.0,0.0,0
5123,4,60726.57,60726.57,0.0,1
5124,2,60726.57,60726.57,0.0,1
5125,1,2354.7,62103.0,59748.3,0
5126,1,5301.12,11492.0,6190.88,0
5127,1,40156.69,6190.88,0.0,0
5128,1,10227.49,29917.0,19689.51,0
5129,1,8411.86,553397.0,544985.14,0
5130,5,1207.85,99114.0,97906.15,0
5131,1,3728.6,9552.0,5823.4,0
5132,1,12472.53,11071.0,0.0,0
5133,1,469.63,5556.0,5086.37,0
5134,2,49804.17,5086.37,0.0,0
5135,1,5693.64,20492.0,14798.36,0
5136,1,7840.38,14798.36,6957.98,0
5137,1,1967.35,10492.0,8524.65,0
5138,1,4260.13,368.0,0.0,0
5139,1,7959.58,10729.0,2769.42,0
5140,1,5080.22,2769.42,0.0,0
5141,1,360.38,328.0,0.0,0
5142,1,7683.38,17553.22,9869.84,0
5143,1,6453.51,9869.84,3416.33,0
5144,1,2161.3,1830.0,0.0,0
5145,1,6823.03,10299.0,3475.97,0
5146,1,8343.34,103368.0,95024.66,0
5147,1,3141.09,671.0,0.0,0
5148,5,1826.28,10285.0,8458.72,0
5149,1,1216.39,143314.0,142097.61,0
5150,1,2088.53,18607.0,16518.47,0
5151,1,2558.03,974.0,0.0,0
5152,1,26921.32,0.0,0.0,0
5153,1,12438.52,549128.0,536689.48,0
5154,1,5743.03,50388.0,44644.97,0
5155,1,472.71,2082.0,1609.29,0
5156,1,7002.74,4103.0,0.0,0
5157,1,953.21,304098.0,303144.79,0
5158,1,822.37,19826.0,19003.63,0
5159,1,368.56,172469.57,172101.01,0
5160,4,92036.54,172101.01,80064.48,0
5161,4,166567.98,80064.48,0.0,0
5162,4,1915470.93,0.0,0.0,0
5163,4,339163.04,0.0,0.0,0
5164,4,41139.2,0.0,0.0,0
5165,4,1716502.82,0.0,0.0,0
5166,4,1097510.65,0.0,0.0,0
5167,4,103759.56,0.0,0.0,0
5168,4,59691.76,0.0,0.0,0
5169,1,7561.15,105180.0,97618.85,0
5170,1,25625.94,97618.85,71992.91,0
5171,1,3032.18,9928.0,6895.82,0
5172,1,4758.17,99328.0,94569.83,0
5173,1,538.17,5583.0,5044.83,0
5174,1,3726.93,21477.85,17750.92,0
5175,1,14368.08,17750.92,3382.84,0
5176,1,6079.77,18273.0,12193.23,0
5177,1,5274.02,225.0,0.0,0
5178,1,6678.65,121.0,0.0,0
5179,5,858.71,153252.0,152393.29,0
5180,1,1405.7,152647.0,151241.3,0
5181,1,2092.99,104778.0,102685.01,0
5182,1,6324.03,31237.0,24912.97,0
5183,1,2399.58,80570.0,78170.42,0
